"Date","1 oz","1/2 oz","1/4 oz"
"Selling","Buying","Selling","Buying","Selling","Buying"
"03 May 2021","7,692","7,390","3,918","3,695","1,995","1,848"
"04 May 2021","7,796","7,493","3,972","3,746","2,023","1,873"
"05 May 2021","7,776","7,471","3,961","3,736","2,017","1,868"
"06 May 2021","7,808","7,495","3,977","3,747","2,026","1,874"
"10 May 2021","7,978","7,658","4,064","3,829","2,070","1,915"
"11 May 2021","8,005","7,691","4,078","3,846","2,077","1,923"
"12 May 2021","8,020","7,712","4,086","3,856","2,081","1,928"
"17 May 2021","8,094","7,775","4,123","3,888","2,100","1,944"
"18 May 2021","8,189","7,867","4,172","3,933","2,125","1,967"
"19 May 2021","8,179","7,861","4,167","3,931","2,122","1,965"
"20 May 2021","8,219","7,896","4,187","3,948","2,132","1,974"
"21 May 2021","8,244","7,918","4,200","3,959","2,139","1,979"
"24 May 2021","8,270","7,947","4,213","3,973","2,146","1,987"
"25 May 2021","8,251","7,927","4,204","3,963","2,141","1,982"
"27 May 2021","8,329","8,005","4,243","4,003","2,161","2,001"
"28 May 2021","8,335","8,010","4,246","4,005","2,162","2,003"
"31 May 2021","8,380","8,045","4,269","4,022","2,174","2,011"
"01 Jun 2021","8,344","8,020","4,251","4,010","2,165","2,005"
"02 Jun 2021","8,308","7,985","4,233","3,993","2,155","1,996"
"03 Jun 2021","8,340","8,015","4,248","4,008","2,164","2,004"
"04 Jun 2021","8,196","7,877","4,175","3,939","2,126","1,969"
"08 Jun 2021","8,307","7,984","4,232","3,992","2,155","1,996"
"09 Jun 2021","8,286","7,964","4,221","3,982","2,150","1,991"
"10 Jun 2021","8,241","7,921","4,198","3,960","2,138","1,980"
"11 Jun 2021","8,296","7,971","4,226","3,986","2,152","1,993"
"14 Jun 2021","8,167","7,849","4,161","3,925","2,119","1,962"
"15 Jun 2021","8,143","7,826","4,148","3,913","2,113","1,957"
"16 Jun 2021","8,112","7,798","4,133","3,899","2,105","1,950"
"17 Jun 2021","7,982","7,669","4,066","3,835","2,071","1,917"
"18 Jun 2021","7,813","7,509","3,980","3,755","2,027","1,877"
"21 Jun 2021","7,784","7,481","3,965","3,740","2,019","1,870"
"22 Jun 2021","7,843","7,536","3,995","3,768","2,035","1,884"
"23 Jun 2021","7,836","7,522","3,992","3,761","2,033","1,881"
"24 Jun 2021","7,853","7,539","4,001","3,769","2,037","1,885"
"25 Jun 2021","7,835","7,527","3,992","3,763","2,033","1,882"
"29 Jun 2021","7,822","7,515","3,985","3,757","2,029","1,879"
"30 Jun 2021","7,759","7,456","3,953","3,728","2,013","1,864"
"01 Jul 2021","7,789","7,488","3,968","3,744","2,021","1,872"
"05 Jul 2021","7,871","7,559","4,010","3,780","2,042","1,890"
"06 Jul 2021","7,903","7,596","4,026","3,798","2,050","1,899"
"07 Jul 2021","7,923","7,618","4,036","3,809","2,056","1,905"
"08 Jul 2021","7,973","7,663","4,061","3,832","2,068","1,916"
"09 Jul 2021","7,995","7,691","4,073","3,845","2,074","1,923"
"12 Jul 2021","8,017","7,707","4,084","3,854","2,080","1,927"
"13 Jul 2021","8,037","7,726","4,094","3,863","2,085","1,932"
